[url],[desc_central]
https://www.chess.com/login_and_go?returnUrl=https://www.chess.com/, 0.34480385409497594
https://www.chess.com/play, 0.3601725377426312
https://www.chess.com/puzzles/rated, 0.3601725377426312
https://www.chess.com/learn, 0.3601725377426312
https://www.chess.com/play/computer, 0.36095100864553314
https://www.chess.com/social, 0.42967409948542024
https://www.chess.com/search, 0.42967409948542024
https://www.chess.com/play/apps/ios, 0.43004291845493564
https://www.chess.com/play/apps/android, 0.43004291845493564
https://www.chess.com/legal/user-agreement, 0.4333910034602076
https://www.chess.com/club/chess-com-developer-community, 0.43451864700780574
https://www.chess.com/legal/privacy, 0.43679163034001744
https://www.chess.com/video/player/prophylaxis-and-technique-part-two, 0.43717277486910994
https://www.chess.com/legal/compliance, 0.43717277486910994
https://www.chess.com/partners, 0.43870402802101577
https://www.chess.com/article/view/fair-play, 0.4394736842105263
https://www.chess.com/terms, 0.44297082228116713
https://www.chess.com/watch, 0.44493783303730017
https://www.chess.com/jobs, 0.44533333333333336
https://www.chess.com/about, 0.4469223907225691
https://www.chess.com/news/view/harley-chantz-wins-blitzchamps-maryland, 0.453804347826087
https://www.chess.com/news/view/2024-american-cup-day-3, 0.46691519105312207
https://www.chess.com/lessons, 0.47130761994355597
https://www.chess.com/today, 0.4762357414448669
https://www.chess.com/article/view/coach-of-the-month-dylan-quercia, 0.4878286270691334
https://www.chess.com/, 0.5197095435684648
https://chess.com, 0.5202072538860104
https://support.chess.com, 1.0434782608695652
https://www.youtube.com/user/wwwChesscom, 1.1111111111111112
https://www.chess.com/students, 1.2
